id_log,Nome do Navio,Data,Porto,Tipo de Custo,Valor (USD),Descrição,Tipo de Carga,Volume,Temperatura,Volume (m³),Tonelagem,Número de Contêineres,Tipo de Contêineres,Número de Veículos,Tipo de Veículos
1763,Graneleiro E,2023-01-24,Xangai,Taxas Portuárias,7629.61,Taxas portuárias em Xangai,,,,,,,,,
1764,Graneleiro E,2023-01-24,Singapura,Manutenção,2785.85,Manutenção e reparos,,,,,,,,,
1765,Navio A,2023-01-24,Roterdã,Manutenção,1809.64,Manutenção e reparos,,,,,,,,,
1766,Navio A,2023-01-24,Xangai,Seguros,1500.0,Seguro diário,,,,,,,,,
1767,Navio B,2023-01-24,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1768,Navio B,2023-01-24,Roterdã,Manuseio de Contêineres,211440.0,Manuseio de 1762 contêineres (Reefer),,,,,,1762.0,Reefer,,
1769,Navio C,2023-01-24,Roterdã,Manutenção,2851.9,Manutenção e reparos,,,,,,,,,
1770,Navio C,2023-01-24,Hamburgo,Manutenção,2064.87,Manutenção e reparos,,,,,,,,,
1771,Navio D,2023-01-24,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1772,Navio D,2023-01-24,Xangai,Combustível,11841.52,Combustível em Xangai,,,,,,,,,
1773,Navio D,2023-01-24,Los Angeles,Combustível,17966.79,Combustível em Los Angeles,,,,,,,,,
1774,Navio D,2023-01-24,Xangai,Manutenção,1218.75,Manutenção e reparos,,,,,,,,,
1775,Navio E,2023-01-24,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1776,Ro-Ro A,2023-01-24,Roterdã,Combustível,18678.98,Combustível em Roterdã,,,,,,,,,
1777,Ro-Ro A,2023-01-24,Los Angeles,Taxas Portuárias,2374.12,Taxas portuárias em Los Angeles,,,,,,,,,
1778,Ro-Ro A,2023-01-24,Roterdã,Taxas Portuárias,2634.09,Taxas portuárias em Roterdã,,,,,,,,,
1779,Ro-Ro A,2023-01-24,Singapura,Embarque e Desembarque,99600.0,Embarque e desembarque de 830 Outros,,,,,,,,830.0,Outros
1780,Ro-Ro B,2023-01-24,Los Angeles,Manutenção,2743.39,Manutenção e reparos,,,,,,,,,
1781,Ro-Ro B,2023-01-24,Singapura,Embarque e Desembarque,102800.0,Embarque e desembarque de 514 Caminhões,,,,,,,,514.0,Caminhões
1782,Ro-Ro C,2023-01-24,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
1783,Ro-Ro C,2023-01-24,Hamburgo,Taxas Portuárias,1721.17,Taxas portuárias em Hamburgo,,,,,,,,,
1784,Ro-Ro C,2023-01-24,Singapura,Taxas Portuárias,1922.48,Taxas portuárias em Singapura,,,,,,,,,
1785,Ro-Ro C,2023-01-24,Roterdã,Combustível,14886.25,Combustível em Roterdã,,,,,,,,,
1786,Ro-Ro D,2023-01-24,Los Angeles,Manutenção,1984.31,Manutenção e reparos,,,,,,,,,
1787,Ro-Ro D,2023-01-24,Los Angeles,Taxas Portuárias,5309.83,Taxas portuárias em Los Angeles,,,,,,,,,
1788,Ro-Ro D,2023-01-24,Singapura,Seguros,1800.0,Seguro diário,,,,,,,,,
1789,Ro-Ro D,2023-01-24,Hamburgo,Taxas Portuárias,2794.34,Taxas portuárias em Hamburgo,,,,,,,,,
1790,Ro-Ro E,2023-01-24,Singapura,Seguros,1800.0,Seguro diário,,,,,,,,,
1791,Carga Geral A,2023-01-25,Roterdã,Carregamento/Descarga,31740.0,Carregamento/descarga de 39675 m³ de Carga Solta,Carga Solta,39675.0,,,,,,,
1792,Carga Geral A,2023-01-25,Hamburgo,Combustível,12948.4,Combustível em Hamburgo,,,,,,,,,
1793,Carga Geral A,2023-01-25,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
1794,Carga Geral A,2023-01-25,Hamburgo,Combustível,21473.51,Combustível em Hamburgo,,,,,,,,,
1795,Carga Geral A,2023-01-25,Hamburgo,Carregamento/Descarga,33204.0,Carregamento/descarga de 27670 m³ de Contêineres,Contêineres,27670.0,,,,,,,
1796,Carga Geral B,2023-01-25,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1797,Carga Geral B,2023-01-25,Roterdã,Combustível,26392.06,Combustível em Roterdã,,,,,,,,,
1798,Carga Geral B,2023-01-25,Hamburgo,Manutenção,3856.42,Manutenção e reparos,,,,,,,,,
1799,Carga Geral B,2023-01-25,Roterdã,Taxas Portuárias,3997.05,Taxas portuárias em Roterdã,,,,,,,,,
1800,Carga Geral B,2023-01-25,Xangai,Manutenção,1235.14,Manutenção e reparos,,,,,,,,,
1801,Carga Geral C,2023-01-25,Los Angeles,Taxas Portuárias,4784.47,Taxas portuárias em Los Angeles,,,,,,,,,
1802,Carga Geral C,2023-01-25,Hamburgo,Combustível,12001.8,Combustível em Hamburgo,,,,,,,,,
1803,Carga Geral C,2023-01-25,Los Angeles,Combustível,8131.35,Combustível em Los Angeles,,,,,,,,,
1804,Carga Geral D,2023-01-25,Xangai,Taxas Portuárias,6746.25,Taxas portuárias em Xangai,,,,,,,,,
1805,Carga Geral E,2023-01-25,Los Angeles,Combustível,16716.13,Combustível em Los Angeles,,,,,,,,,
1806,Carga Geral E,2023-01-25,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1807,Frigorífico A,2023-01-25,Los Angeles,Manutenção,5676.95,Manutenção e reparos,,,,,,,,,
1808,Frigorífico A,2023-01-25,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
1809,Frigorífico A,2023-01-25,Singapura,Manutenção,5181.89,Manutenção e reparos,,,,,,,,,
1810,Frigorífico B,2023-01-25,Los Angeles,Carregamento/Descarga,3803.0,Carregamento/descarga de 3803 m³ de Outros a 4°C,Outros,,4.0,3803.0,,,,,
1811,Frigorífico C,2023-01-25,Singapura,Carregamento/Descarga,20994.0,Carregamento/descarga de 17495 m³ de Peixe a 5°C,Peixe,,5.0,17495.0,,,,,
1812,Frigorífico C,2023-01-25,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
1813,Frigorífico C,2023-01-25,Singapura,Manutenção,2718.35,Manutenção e reparos,,,,,,,,,
1814,Frigorífico D,2023-01-25,Los Angeles,Carregamento/Descarga,2964.0,Carregamento/descarga de 2964 m³ de Carnes a -5°C,Carnes,,-5.0,2964.0,,,,,
1815,Frigorífico E,2023-01-25,Hamburgo,Combustível,34681.17,Combustível em Hamburgo,,,,,,,,,
1816,Frigorífico E,2023-01-25,Roterdã,Manutenção,3191.02,Manutenção e reparos,,,,,,,,,
1817,Frigorífico E,2023-01-25,Roterdã,Carregamento/Descarga,3326.0,Carregamento/descarga de 3326 m³ de Laticínios a -16°C,Laticínios,,-16.0,3326.0,,,,,
1818,Frigorífico E,2023-01-25,Los Angeles,Combustível,28190.88,Combustível em Los Angeles,,,,,,,,,
1819,Frigorífico E,2023-01-25,Los Angeles,Combustível,26870.28,Combustível em Los Angeles,,,,,,,,,
1820,Graneleiro A,2023-01-25,Los Angeles,Combustível,11454.42,Combustível em Los Angeles,,,,,,,,,
1821,Graneleiro A,2023-01-25,Hamburgo,Manutenção,3152.37,Manutenção e reparos,,,,,,,,,
1822,Graneleiro A,2023-01-25,Hamburgo,Combustível,19964.39,Combustível em Hamburgo,,,,,,,,,
1823,Graneleiro B,2023-01-25,Hamburgo,Carga e Descarga,1437100.0,Carga e descarga de 71855 toneladas de Fertilizantes,Fertilizantes,,,,71855.0,,,,
1824,Graneleiro B,2023-01-25,Los Angeles,Taxas Portuárias,2498.77,Taxas portuárias em Los Angeles,,,,,,,,,
1825,Graneleiro C,2023-01-25,Hamburgo,Carga e Descarga,451548.0,Carga e descarga de 25086 toneladas de Bauxita,Bauxita,,,,25086.0,,,,
1826,Graneleiro C,2023-01-25,Roterdã,Combustível,29373.94,Combustível em Roterdã,,,,,,,,,
1827,Graneleiro C,2023-01-25,Los Angeles,Manutenção,2096.29,Manutenção e reparos,,,,,,,,,
1828,Graneleiro C,2023-01-25,Hamburgo,Combustível,23301.58,Combustível em Hamburgo,,,,,,,,,
1829,Graneleiro D,2023-01-25,Hamburgo,Carga e Descarga,670620.0,Carga e descarga de 33531 toneladas de Fertilizantes,Fertilizantes,,,,33531.0,,,,
1830,Graneleiro D,2023-01-25,Xangai,Manutenção,1126.82,Manutenção e reparos,,,,,,,,,
1831,Graneleiro D,2023-01-25,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
1832,Graneleiro D,2023-01-25,Hamburgo,Carga e Descarga,204420.0,Carga e descarga de 20442 toneladas de Grãos,Grãos,,,,20442.0,,,,
1833,Graneleiro E,2023-01-25,Los Angeles,Manutenção,2039.38,Manutenção e reparos,,,,,,,,,
1834,Graneleiro E,2023-01-25,Singapura,Manutenção,3427.15,Manutenção e reparos,,,,,,,,,
1835,Graneleiro E,2023-01-25,Hamburgo,Taxas Portuárias,6122.16,Taxas portuárias em Hamburgo,,,,,,,,,
1836,Navio A,2023-01-25,Singapura,Combustível,17416.22,Combustível em Singapura,,,,,,,,,
1837,Navio A,2023-01-25,Hamburgo,Taxas Portuárias,2043.59,Taxas portuárias em Hamburgo,,,,,,,,,
1838,Navio A,2023-01-25,Singapura,Manuseio de Contêineres,64080.0,Manuseio de 801 contêineres (40'),,,,,,801.0,40',,
1839,Navio A,2023-01-25,Hamburgo,Manuseio de Contêineres,72720.0,Manuseio de 606 contêineres (Reefer),,,,,,606.0,Reefer,,
1840,Navio A,2023-01-25,Xangai,Manuseio de Contêineres,66050.0,Manuseio de 1321 contêineres (20'),,,,,,1321.0,20',,
1841,Navio B,2023-01-25,Xangai,Taxas Portuárias,4203.74,Taxas portuárias em Xangai,,,,,,,,,
1842,Navio B,2023-01-25,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1843,Navio B,2023-01-25,Roterdã,Manutenção,1636.48,Manutenção e reparos,,,,,,,,,
1844,Navio C,2023-01-25,Los Angeles,Taxas Portuárias,2992.55,Taxas portuárias em Los Angeles,,,,,,,,,
1845,Navio C,2023-01-25,Singapura,Taxas Portuárias,3065.5,Taxas portuárias em Singapura,,,,,,,,,
1846,Navio C,2023-01-25,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1847,Navio C,2023-01-25,Singapura,Seguros,1500.0,Seguro diário,,,,,,,,,
1848,Navio C,2023-01-25,Los Angeles,Manutenção,2097.72,Manutenção e reparos,,,,,,,,,
1849,Navio D,2023-01-25,Hamburgo,Manutenção,2494.23,Manutenção e reparos,,,,,,,,,
1850,Navio D,2023-01-25,Roterdã,Combustível,11715.87,Combustível em Roterdã,,,,,,,,,
1851,Navio E,2023-01-25,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1852,Navio E,2023-01-25,Singapura,Taxas Portuárias,2383.2,Taxas portuárias em Singapura,,,,,,,,,
1853,Ro-Ro A,2023-01-25,Xangai,Embarque e Desembarque,123600.0,Embarque e desembarque de 618 Caminhões,,,,,,,,618.0,Caminhões
1854,Ro-Ro B,2023-01-25,Roterdã,Taxas Portuárias,2795.38,Taxas portuárias em Roterdã,,,,,,,,,
1855,Ro-Ro B,2023-01-25,Roterdã,Taxas Portuárias,3173.87,Taxas portuárias em Roterdã,,,,,,,,,
1856,Ro-Ro B,2023-01-25,Hamburgo,Embarque e Desembarque,55920.0,Embarque e desembarque de 699 Carros,,,,,,,,699.0,Carros
1857,Ro-Ro B,2023-01-25,Roterdã,Taxas Portuárias,3686.58,Taxas portuárias em Roterdã,,,,,,,,,
1858,Ro-Ro B,2023-01-25,Xangai,Manutenção,1422.35,Manutenção e reparos,,,,,,,,,
1859,Ro-Ro C,2023-01-25,Los Angeles,Embarque e Desembarque,58600.0,Embarque e desembarque de 293 Caminhões,,,,,,,,293.0,Caminhões
1860,Ro-Ro C,2023-01-25,Xangai,Manutenção,2844.7,Manutenção e reparos,,,,,,,,,
1861,Ro-Ro C,2023-01-25,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
1862,Ro-Ro D,2023-01-25,Singapura,Taxas Portuárias,4412.77,Taxas portuárias em Singapura,,,,,,,,,
1863,Ro-Ro D,2023-01-25,Los Angeles,Taxas Portuárias,4847.72,Taxas portuárias em Los Angeles,,,,,,,,,
1864,Ro-Ro D,2023-01-25,Los Angeles,Manutenção,2203.1,Manutenção e reparos,,,,,,,,,
1865,Ro-Ro D,2023-01-25,Singapura,Combustível,14483.93,Combustível em Singapura,,,,,,,,,
1866,Ro-Ro E,2023-01-25,Roterdã,Combustível,24909.71,Combustível em Roterdã,,,,,,,,,
1867,Ro-Ro E,2023-01-25,Roterdã,Manutenção,1520.2,Manutenção e reparos,,,,,,,,,
1868,Carga Geral A,2023-01-26,Hamburgo,Manutenção,3647.8,Manutenção e reparos,,,,,,,,,
1869,Carga Geral A,2023-01-26,Singapura,Carregamento/Descarga,24818.4,Carregamento/descarga de 20682 m³ de Contêineres,Contêineres,20682.0,,,,,,,
1870,Carga Geral A,2023-01-26,Hamburgo,Carregamento/Descarga,20170.0,Carregamento/descarga de 40340 m³ de Granéis Sólidos,Granéis Sólidos,40340.0,,,,,,,
1871,Carga Geral A,2023-01-26,Singapura,Combustível,23499.05,Combustível em Singapura,,,,,,,,,
1872,Carga Geral A,2023-01-26,Los Angeles,Manutenção,3215.46,Manutenção e reparos,,,,,,,,,
1873,Carga Geral B,2023-01-26,Xangai,Carregamento/Descarga,3349.0,Carregamento/descarga de 6698 m³ de Granéis Sólidos,Granéis Sólidos,6698.0,,,,,,,
1874,Carga Geral C,2023-01-26,Xangai,Carregamento/Descarga,19067.2,Carregamento/descarga de 23834 m³ de Carga Solta,Carga Solta,23834.0,,,,,,,
1875,Carga Geral C,2023-01-26,Xangai,Seguros,1900.0,Seguro diário,,,,,,,,,
1876,Carga Geral C,2023-01-26,Xangai,Taxas Portuárias,3450.21,Taxas portuárias em Xangai,,,,,,,,,
1877,Carga Geral C,2023-01-26,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1878,Carga Geral D,2023-01-26,Roterdã,Taxas Portuárias,4901.7,Taxas portuárias em Roterdã,,,,,,,,,
1879,Carga Geral D,2023-01-26,Los Angeles,Manutenção,3666.85,Manutenção e reparos,,,,,,,,,
1880,Carga Geral D,2023-01-26,Hamburgo,Taxas Portuárias,2830.7,Taxas portuárias em Hamburgo,,,,,,,,,
1881,Carga Geral D,2023-01-26,Singapura,Combustível,9976.21,Combustível em Singapura,,,,,,,,,
1882,Carga Geral D,2023-01-26,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1883,Carga Geral E,2023-01-26,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1884,Carga Geral E,2023-01-26,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
1885,Frigorífico A,2023-01-26,Los Angeles,Combustível,34037.7,Combustível em Los Angeles,,,,,,,,,
1886,Frigorífico A,2023-01-26,Xangai,Taxas Portuárias,5433.5,Taxas portuárias em Xangai,,,,,,,,,
1887,Frigorífico B,2023-01-26,Xangai,Manutenção,5020.66,Manutenção e reparos,,,,,,,,,
1888,Frigorífico B,2023-01-26,Los Angeles,Carregamento/Descarga,15349.5,Carregamento/descarga de 10233 m³ de Carnes a 0°C,Carnes,,0.0,10233.0,,,,,
1889,Frigorífico C,2023-01-26,Singapura,Combustível,18054.79,Combustível em Singapura,,,,,,,,,
1890,Frigorífico D,2023-01-26,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
1891,Frigorífico D,2023-01-26,Hamburgo,Manutenção,2444.54,Manutenção e reparos,,,,,,,,,
1892,Frigorífico D,2023-01-26,Los Angeles,Combustível,14862.94,Combustível em Los Angeles,,,,,,,,,
1893,Frigorífico D,2023-01-26,Xangai,Manutenção,3805.75,Manutenção e reparos,,,,,,,,,
1894,Frigorífico E,2023-01-26,Xangai,Carregamento/Descarga,9674.0,Carregamento/descarga de 9674 m³ de Outros a -14°C,Outros,,-14.0,9674.0,,,,,
1895,Graneleiro A,2023-01-26,Hamburgo,Combustível,29088.35,Combustível em Hamburgo,,,,,,,,,
1896,Graneleiro A,2023-01-26,Singapura,Manutenção,1568.96,Manutenção e reparos,,,,,,,,,
1897,Graneleiro A,2023-01-26,Hamburgo,Manutenção,3028.94,Manutenção e reparos,,,,,,,,,
1898,Graneleiro A,2023-01-26,Singapura,Taxas Portuárias,7059.94,Taxas portuárias em Singapura,,,,,,,,,
1899,Graneleiro A,2023-01-26,Hamburgo,Manutenção,4089.43,Manutenção e reparos,,,,,,,,,
1900,Graneleiro B,2023-01-26,Hamburgo,Carga e Descarga,1480820.0,Carga e descarga de 74041 toneladas de Fertilizantes,Fertilizantes,,,,74041.0,,,,
1901,Graneleiro B,2023-01-26,Hamburgo,Taxas Portuárias,2613.48,Taxas portuárias em Hamburgo,,,,,,,,,
1902,Graneleiro B,2023-01-26,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
1903,Graneleiro B,2023-01-26,Hamburgo,Carga e Descarga,228710.0,Carga e descarga de 22871 toneladas de Grãos,Grãos,,,,22871.0,,,,
1904,Graneleiro B,2023-01-26,Hamburgo,Combustível,12658.16,Combustível em Hamburgo,,,,,,,,,
1905,Graneleiro C,2023-01-26,Hamburgo,Carga e Descarga,563970.0,Carga e descarga de 37598 toneladas de Minério de Ferro,Minério de Ferro,,,,37598.0,,,,
1906,Graneleiro C,2023-01-26,Roterdã,Taxas Portuárias,4704.73,Taxas portuárias em Roterdã,,,,,,,,,
1907,Graneleiro C,2023-01-26,Roterdã,Manutenção,3581.24,Manutenção e reparos,,,,,,,,,
1908,Graneleiro D,2023-01-26,Singapura,Taxas Portuárias,5268.62,Taxas portuárias em Singapura,,,,,,,,,
1909,Graneleiro E,2023-01-26,Roterdã,Carga e Descarga,1412082.0,Carga e descarga de 78449 toneladas de Bauxita,Bauxita,,,,78449.0,,,,
1910,Graneleiro E,2023-01-26,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
1911,Graneleiro E,2023-01-26,Los Angeles,Carga e Descarga,241632.0,Carga e descarga de 13424 toneladas de Bauxita,Bauxita,,,,13424.0,,,,
1912,Navio A,2023-01-26,Xangai,Taxas Portuárias,4771.13,Taxas portuárias em Xangai,,,,,,,,,
1913,Navio A,2023-01-26,Roterdã,Combustível,6018.95,Combustível em Roterdã,,,,,,,,,
1914,Navio A,2023-01-26,Singapura,Combustível,15051.26,Combustível em Singapura,,,,,,,,,
1915,Navio A,2023-01-26,Singapura,Seguros,1500.0,Seguro diário,,,,,,,,,
1916,Navio B,2023-01-26,Roterdã,Combustível,18405.35,Combustível em Roterdã,,,,,,,,,
1917,Navio C,2023-01-26,Los Angeles,Manuseio de Contêineres,69760.0,Manuseio de 872 contêineres (40'),,,,,,872.0,40',,
1918,Navio C,2023-01-26,Roterdã,Manuseio de Contêineres,93850.0,Manuseio de 1877 contêineres (20'),,,,,,1877.0,20',,
1919,Navio D,2023-01-26,Singapura,Combustível,11873.83,Combustível em Singapura,,,,,,,,,
1920,Navio D,2023-01-26,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,,,,
1921,Navio E,2023-01-26,Singapura,Taxas Portuárias,1288.55,Taxas portuárias em Singapura,,,,,,,,,
1922,Navio E,2023-01-26,Hamburgo,Manutenção,1705.52,Manutenção e reparos,,,,,,,,,
1923,Ro-Ro A,2023-01-26,Roterdã,Combustível,9768.93,Combustível em Roterdã,,,,,,,,,
1924,Ro-Ro A,2023-01-26,Los Angeles,Manutenção,1543.62,Manutenção e reparos,,,,,,,,,
1925,Ro-Ro B,2023-01-26,Singapura,Seguros,1800.0,Seguro diário,,,,,,,,,
1926,Ro-Ro B,2023-01-26,Hamburgo,Combustível,12203.99,Combustível em Hamburgo,,,,,,,,,
1927,Ro-Ro B,2023-01-26,Xangai,Manutenção,1697.24,Manutenção e reparos,,,,,,,,,
1928,Ro-Ro C,2023-01-26,Hamburgo,Taxas Portuárias,3338.62,Taxas portuárias em Hamburgo,,,,,,,,,
1929,Ro-Ro D,2023-01-26,Singapura,Seguros,1800.0,Seguro diário,,,,,,,,,
1930,Ro-Ro D,2023-01-26,Roterdã,Taxas Portuárias,4267.93,Taxas portuárias em Roterdã,,,,,,,,,
1931,Ro-Ro D,2023-01-26,Singapura,Combustível,15590.54,Combustível em Singapura,,,,,,,,,
1932,Ro-Ro E,2023-01-26,Los Angeles,Embarque e Desembarque,111480.0,Embarque e desembarque de 929 Outros,,,,,,,,929.0,Outros
1933,Ro-Ro E,2023-01-26,Los Angeles,Embarque e Desembarque,129200.0,Embarque e desembarque de 646 Caminhões,,,,,,,,646.0,Caminhões
1934,Ro-Ro E,2023-01-26,Hamburgo,Embarque e Desembarque,99240.0,Embarque e desembarque de 827 Outros,,,,,,,,827.0,Outros
1935,Ro-Ro E,2023-01-26,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
1936,Carga Geral A,2023-01-27,Singapura,Seguros,1900.0,Seguro diário,,,,,,,,,
1937,Carga Geral A,2023-01-27,Singapura,Taxas Portuárias,5154.82,Taxas portuárias em Singapura,,,,,,,,,
1938,Carga Geral A,2023-01-27,Hamburgo,Taxas Portuárias,6725.91,Taxas portuárias em Hamburgo,,,,,,,,,
1939,Carga Geral A,2023-01-27,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1940,Carga Geral B,2023-01-27,Hamburgo,Taxas Portuárias,5105.11,Taxas portuárias em Hamburgo,,,,,,,,,
1941,Carga Geral B,2023-01-27,Los Angeles,Combustível,26279.68,Combustível em Los Angeles,,,,,,,,,
1942,Carga Geral B,2023-01-27,Hamburgo,Combustível,17433.38,Combustível em Hamburgo,,,,,,,,,
1943,Carga Geral B,2023-01-27,Hamburgo,Combustível,21005.09,Combustível em Hamburgo,,,,,,,,,
1944,Carga Geral C,2023-01-27,Xangai,Seguros,1900.0,Seguro diário,,,,,,,,,
1945,Carga Geral D,2023-01-27,Roterdã,Combustível,8261.99,Combustível em Roterdã,,,,,,,,,
1946,Carga Geral E,2023-01-27,Xangai,Combustível,16324.53,Combustível em Xangai,,,,,,,,,
1947,Carga Geral E,2023-01-27,Xangai,Manutenção,4025.3,Manutenção e reparos,,,,,,,,,
1948,Carga Geral E,2023-01-27,Xangai,Taxas Portuárias,3908.07,Taxas portuárias em Xangai,,,,,,,,,
1949,Carga Geral E,2023-01-27,Singapura,Carregamento/Descarga,39565.6,Carregamento/descarga de 49457 m³ de Carga Solta,Carga Solta,49457.0,,,,,,,
1950,Carga Geral E,2023-01-27,Los Angeles,Carregamento/Descarga,44412.0,Carregamento/descarga de 44412 m³ de Outros,Outros,44412.0,,,,,,,
1951,Frigorífico A,2023-01-27,Roterdã,Manutenção,1716.82,Manutenção e reparos,,,,,,,,,
1952,Frigorífico A,2023-01-27,Hamburgo,Combustível,13950.51,Combustível em Hamburgo,,,,,,,,,
1953,Frigorífico B,2023-01-27,Xangai,Combustível,18859.34,Combustível em Xangai,,,,,,,,,
1954,Frigorífico B,2023-01-27,Los Angeles,Manutenção,5509.16,Manutenção e reparos,,,,,,,,,
1955,Frigorífico B,2023-01-27,Roterdã,Seguros,2500.0,Seguro diário,,,,,,,,,
1956,Frigorífico B,2023-01-27,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
1957,Frigorífico B,2023-01-27,Singapura,Manutenção,4478.72,Manutenção e reparos,,,,,,,,,
1958,Frigorífico C,2023-01-27,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,,,,
1959,Frigorífico C,2023-01-27,Xangai,Carregamento/Descarga,18013.0,Carregamento/descarga de 18013 m³ de Carnes a -12°C,Carnes,,-12.0,18013.0,,,,,
1960,Frigorífico C,2023-01-27,Hamburgo,Taxas Portuárias,5255.56,Taxas portuárias em Hamburgo,,,,,,,,,
1961,Frigorífico C,2023-01-27,Singapura,Taxas Portuárias,5170.85,Taxas portuárias em Singapura,,,,,,,,,
1962,Frigorífico D,2023-01-27,Los Angeles,Carregamento/Descarga,7381.0,Carregamento/descarga de 7381 m³ de Frutas a 2°C,Frutas,,2.0,7381.0,,,,,
1963,Frigorífico D,2023-01-27,Los Angeles,Taxas Portuárias,8115.66,Taxas portuárias em Los Angeles,,,,,,,,,
1964,Frigorífico E,2023-01-27,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
1965,Frigorífico E,2023-01-27,Xangai,Taxas Portuárias,4991.59,Taxas portuárias em Xangai,,,,,,,,,
1966,Frigorífico E,2023-01-27,Roterdã,Manutenção,3682.92,Manutenção e reparos,,,,,,,,,
1967,Frigorífico E,2023-01-27,Los Angeles,Taxas Portuárias,7710.4,Taxas portuárias em Los Angeles,,,,,,,,,
1968,Frigorífico E,2023-01-27,Los Angeles,Carregamento/Descarga,23684.0,Carregamento/descarga de 11842 m³ de Frutas a -20°C,Frutas,,-20.0,11842.0,,,,,
1969,Graneleiro A,2023-01-27,Hamburgo,Carga e Descarga,1335834.0,Carga e descarga de 74213 toneladas de Bauxita,Bauxita,,,,74213.0,,,,
1970,Graneleiro A,2023-01-27,Roterdã,Carga e Descarga,188280.0,Carga e descarga de 12552 toneladas de Minério de Ferro,Minério de Ferro,,,,12552.0,,,,
1971,Graneleiro B,2023-01-27,Roterdã,Combustível,8314.97,Combustível em Roterdã,,,,,,,,,
1972,Graneleiro B,2023-01-27,Hamburgo,Carga e Descarga,1117580.0,Carga e descarga de 55879 toneladas de Fertilizantes,Fertilizantes,,,,55879.0,,,,
1973,Graneleiro B,2023-01-27,Roterdã,Combustível,10883.64,Combustível em Roterdã,,,,,,,,,
1974,Graneleiro B,2023-01-27,Singapura,Combustível,22307.04,Combustível em Singapura,,,,,,,,,
1975,Graneleiro C,2023-01-27,Hamburgo,Carga e Descarga,889944.0,Carga e descarga de 74162 toneladas de Carvão,Carvão,,,,74162.0,,,,
1976,Graneleiro D,2023-01-27,Roterdã,Taxas Portuárias,2326.71,Taxas portuárias em Roterdã,,,,,,,,,
1977,Graneleiro D,2023-01-27,Los Angeles,Combustível,17745.03,Combustível em Los Angeles,,,,,,,,,
1978,Graneleiro E,2023-01-27,Hamburgo,Combustível,21347.46,Combustível em Hamburgo,,,,,,,,,
1979,Graneleiro E,2023-01-27,Singapura,Taxas Portuárias,4234.21,Taxas portuárias em Singapura,,,,,,,,,
1980,Navio A,2023-01-27,Hamburgo,Manuseio de Contêineres,107120.0,Manuseio de 1339 contêineres (40'),,,,,,1339.0,40',,
1981,Navio A,2023-01-27,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1982,Navio A,2023-01-27,Los Angeles,Manutenção,1622.94,Manutenção e reparos,,,,,,,,,
1983,Navio B,2023-01-27,Xangai,Taxas Portuárias,4423.19,Taxas portuárias em Xangai,,,,,,,,,
1984,Navio B,2023-01-27,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1985,Navio C,2023-01-27,Los Angeles,Taxas Portuárias,2290.33,Taxas portuárias em Los Angeles,,,,,,,,,
1986,Navio C,2023-01-27,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1987,Navio C,2023-01-27,Roterdã,Manuseio de Contêineres,206760.0,Manuseio de 1723 contêineres (Reefer),,,,,,1723.0,Reefer,,
1988,Navio C,2023-01-27,Los Angeles,Manuseio de Contêineres,42240.0,Manuseio de 528 contêineres (40'),,,,,,528.0,40',,
1989,Navio D,2023-01-27,Singapura,Manutenção,2521.91,Manutenção e reparos,,,,,,,,,
1990,Navio D,2023-01-27,Hamburgo,Combustível,11443.86,Combustível em Hamburgo,,,,,,,,,
1991,Navio D,2023-01-27,Los Angeles,Combustível,5736.14,Combustível em Los Angeles,,,,,,,,,
1992,Navio D,2023-01-27,Los Angeles,Taxas Portuárias,1654.36,Taxas portuárias em Los Angeles,,,,,,,,,
