id_log,SHIP_NAME,DATE_,Porto,TYPE_COST,VALUE,Descrição,LOAD_NAME,VOLUME,TEMP,WEIGHT_TONNAGE,NUMBER_OF_CONTAINERS,NUMBER_OF_VEHICLES
1693,Navio E,2023-01-23,Los Angeles,Combustível,18426.15,Combustível em Los Angeles,,,,,,
1694,Navio E,2023-01-23,Roterdã,Combustível,10877.32,Combustível em Roterdã,,,,,,
1695,Navio A,2023-01-24,Roterdã,Manutenção,1809.64,Manutenção e reparos,,,,,,
1696,Navio A,2023-01-24,Xangai,Seguros,1500.0,Seguro diário,,,,,,
1697,Navio B,2023-01-24,Roterdã,Seguros,1500.0,Seguro diário,,,,,,
1698,Navio B,2023-01-24,Roterdã,Manuseio de Contêineres,211440.0,Manuseio de 1762 contêineres (Reefer),Reefer,,,,1762.0,
1699,Navio C,2023-01-24,Roterdã,Manutenção,2851.9,Manutenção e reparos,,,,,,
1700,Navio C,2023-01-24,Hamburgo,Manutenção,2064.87,Manutenção e reparos,,,,,,
1701,Navio D,2023-01-24,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1702,Navio D,2023-01-24,Xangai,Combustível,11841.52,Combustível em Xangai,,,,,,
1703,Navio D,2023-01-24,Los Angeles,Combustível,17966.79,Combustível em Los Angeles,,,,,,
1704,Navio D,2023-01-24,Xangai,Manutenção,1218.75,Manutenção e reparos,,,,,,
1705,Navio E,2023-01-24,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1706,Navio A,2023-01-25,Singapura,Combustível,17416.22,Combustível em Singapura,,,,,,
1707,Navio A,2023-01-25,Hamburgo,Taxas Portuárias,2043.59,Taxas portuárias em Hamburgo,,,,,,
1708,Navio A,2023-01-25,Singapura,Manuseio de Contêineres,64080.0,Manuseio de 801 contêineres (40'),40',,,,801.0,
1709,Navio A,2023-01-25,Hamburgo,Manuseio de Contêineres,72720.0,Manuseio de 606 contêineres (Reefer),Reefer,,,,606.0,
1710,Navio A,2023-01-25,Xangai,Manuseio de Contêineres,66050.0,Manuseio de 1321 contêineres (20'),20',,,,1321.0,
1711,Navio B,2023-01-25,Xangai,Taxas Portuárias,4203.74,Taxas portuárias em Xangai,,,,,,
1712,Navio B,2023-01-25,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1713,Navio B,2023-01-25,Roterdã,Manutenção,1636.48,Manutenção e reparos,,,,,,
1714,Navio C,2023-01-25,Los Angeles,Taxas Portuárias,2992.55,Taxas portuárias em Los Angeles,,,,,,
1715,Navio C,2023-01-25,Singapura,Taxas Portuárias,3065.5,Taxas portuárias em Singapura,,,,,,
1716,Navio C,2023-01-25,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1717,Navio C,2023-01-25,Singapura,Seguros,1500.0,Seguro diário,,,,,,
1718,Navio C,2023-01-25,Los Angeles,Manutenção,2097.72,Manutenção e reparos,,,,,,
1719,Navio D,2023-01-25,Hamburgo,Manutenção,2494.23,Manutenção e reparos,,,,,,
1720,Navio D,2023-01-25,Roterdã,Combustível,11715.87,Combustível em Roterdã,,,,,,
1721,Navio E,2023-01-25,Roterdã,Seguros,1500.0,Seguro diário,,,,,,
1722,Navio E,2023-01-25,Singapura,Taxas Portuárias,2383.2,Taxas portuárias em Singapura,,,,,,
1723,Navio A,2023-01-26,Xangai,Taxas Portuárias,4771.13,Taxas portuárias em Xangai,,,,,,
1724,Navio A,2023-01-26,Roterdã,Combustível,6018.95,Combustível em Roterdã,,,,,,
1725,Navio A,2023-01-26,Singapura,Combustível,15051.26,Combustível em Singapura,,,,,,
1726,Navio A,2023-01-26,Singapura,Seguros,1500.0,Seguro diário,,,,,,
1727,Navio B,2023-01-26,Roterdã,Combustível,18405.35,Combustível em Roterdã,,,,,,
1728,Navio C,2023-01-26,Los Angeles,Manuseio de Contêineres,69760.0,Manuseio de 872 contêineres (40'),40',,,,872.0,
1729,Navio C,2023-01-26,Roterdã,Manuseio de Contêineres,93850.0,Manuseio de 1877 contêineres (20'),20',,,,1877.0,
1730,Navio D,2023-01-26,Singapura,Combustível,11873.83,Combustível em Singapura,,,,,,
1731,Navio D,2023-01-26,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,
1732,Navio E,2023-01-26,Singapura,Taxas Portuárias,1288.55,Taxas portuárias em Singapura,,,,,,
1733,Navio E,2023-01-26,Hamburgo,Manutenção,1705.52,Manutenção e reparos,,,,,,
1734,Navio A,2023-01-27,Hamburgo,Manuseio de Contêineres,107120.0,Manuseio de 1339 contêineres (40'),40',,,,1339.0,
1735,Navio A,2023-01-27,Roterdã,Seguros,1500.0,Seguro diário,,,,,,
1736,Navio A,2023-01-27,Los Angeles,Manutenção,1622.94,Manutenção e reparos,,,,,,
1737,Navio B,2023-01-27,Xangai,Taxas Portuárias,4423.19,Taxas portuárias em Xangai,,,,,,
1738,Navio B,2023-01-27,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1739,Navio C,2023-01-27,Los Angeles,Taxas Portuárias,2290.33,Taxas portuárias em Los Angeles,,,,,,
1740,Navio C,2023-01-27,Roterdã,Seguros,1500.0,Seguro diário,,,,,,
1741,Navio C,2023-01-27,Roterdã,Manuseio de Contêineres,206760.0,Manuseio de 1723 contêineres (Reefer),Reefer,,,,1723.0,
1742,Navio C,2023-01-27,Los Angeles,Manuseio de Contêineres,42240.0,Manuseio de 528 contêineres (40'),40',,,,528.0,
1743,Navio D,2023-01-27,Singapura,Manutenção,2521.91,Manutenção e reparos,,,,,,
1744,Navio D,2023-01-27,Hamburgo,Combustível,11443.86,Combustível em Hamburgo,,,,,,
1745,Navio D,2023-01-27,Los Angeles,Combustível,5736.14,Combustível em Los Angeles,,,,,,
1746,Navio D,2023-01-27,Los Angeles,Taxas Portuárias,1654.36,Taxas portuárias em Los Angeles,,,,,,
1747,Navio D,2023-01-27,Singapura,Manutenção,518.85,Manutenção e reparos,,,,,,
1748,Navio E,2023-01-27,Hamburgo,Manutenção,2892.03,Manutenção e reparos,,,,,,
1749,Navio E,2023-01-27,Roterdã,Manuseio de Contêineres,128960.0,Manuseio de 1612 contêineres (40'),40',,,,1612.0,
1750,Navio E,2023-01-27,Hamburgo,Taxas Portuárias,4768.33,Taxas portuárias em Hamburgo,,,,,,
1751,Navio E,2023-01-27,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1752,Navio E,2023-01-27,Hamburgo,Manutenção,1967.59,Manutenção e reparos,,,,,,
1753,Navio A,2023-01-28,Los Angeles,Combustível,15857.07,Combustível em Los Angeles,,,,,,
1754,Navio A,2023-01-28,Xangai,Manuseio de Contêineres,109040.0,Manuseio de 1363 contêineres (40'),40',,,,1363.0,
1755,Navio A,2023-01-28,Los Angeles,Manutenção,2956.98,Manutenção e reparos,,,,,,
1756,Navio A,2023-01-28,Los Angeles,Manuseio de Contêineres,26500.0,Manuseio de 530 contêineres (20'),20',,,,530.0,
1757,Navio B,2023-01-28,Hamburgo,Manuseio de Contêineres,91360.0,Manuseio de 1142 contêineres (40'),40',,,,1142.0,
1758,Navio C,2023-01-28,Los Angeles,Manuseio de Contêineres,62080.0,Manuseio de 776 contêineres (40'),40',,,,776.0,
1759,Navio C,2023-01-28,Roterdã,Seguros,1500.0,Seguro diário,,,,,,
1760,Navio C,2023-01-28,Xangai,Taxas Portuárias,3918.69,Taxas portuárias em Xangai,,,,,,
1761,Navio C,2023-01-28,Singapura,Combustível,15032.45,Combustível em Singapura,,,,,,
1762,Navio C,2023-01-28,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,
1763,Navio D,2023-01-28,Los Angeles,Seguros,1500.0,Seguro diário,,,,,,
1764,Navio D,2023-01-28,Roterdã,Manutenção,1232.1,Manutenção e reparos,,,,,,
1765,Navio D,2023-01-28,Roterdã,Manutenção,2826.0,Manutenção e reparos,,,,,,
1766,Navio E,2023-01-28,Los Angeles,Manutenção,689.95,Manutenção e reparos,,,,,,
1767,Navio E,2023-01-28,Xangai,Seguros,1500.0,Seguro diário,,,,,,
1768,Navio A,2023-01-29,Xangai,Taxas Portuárias,1371.69,Taxas portuárias em Xangai,,,,,,
1769,Navio B,2023-01-29,Roterdã,Manuseio de Contêineres,66480.0,Manuseio de 831 contêineres (40'),40',,,,831.0,
1770,Navio C,2023-01-29,Xangai,Manutenção,1853.91,Manutenção e reparos,,,,,,
1771,Navio C,2023-01-29,Los Angeles,Taxas Portuárias,2279.48,Taxas portuárias em Los Angeles,,,,,,
1772,Navio C,2023-01-29,Los Angeles,Combustível,11008.14,Combustível em Los Angeles,,,,,,
1773,Navio C,2023-01-29,Xangai,Manuseio de Contêineres,56700.0,Manuseio de 1134 contêineres (20'),20',,,,1134.0,
1774,Navio D,2023-01-29,Xangai,Taxas Portuárias,4483.51,Taxas portuárias em Xangai,,,,,,
1775,Navio D,2023-01-29,Singapura,Manuseio de Contêineres,145040.0,Manuseio de 1813 contêineres (40'),40',,,,1813.0,
1776,Navio E,2023-01-29,Roterdã,Taxas Portuárias,2593.5,Taxas portuárias em Roterdã,,,,,,
1777,Navio E,2023-01-29,Hamburgo,Manuseio de Contêineres,96050.0,Manuseio de 1921 contêineres (20'),20',,,,1921.0,
1778,Navio E,2023-01-29,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,
1779,Navio E,2023-01-29,Los Angeles,Manuseio de Contêineres,216600.0,Manuseio de 1805 contêineres (Reefer),Reefer,,,,1805.0,
1780,Navio E,2023-01-29,Roterdã,Manuseio de Contêineres,67920.0,Manuseio de 849 contêineres (40'),40',,,,849.0,
1781,Navio A,2023-01-30,Xangai,Taxas Portuárias,1534.18,Taxas portuárias em Xangai,,,,,,
1782,Navio A,2023-01-30,Singapura,Manutenção,1302.3,Manutenção e reparos,,,,,,
1783,Navio A,2023-01-30,Hamburgo,Taxas Portuárias,4947.84,Taxas portuárias em Hamburgo,,,,,,
1784,Navio A,2023-01-30,Los Angeles,Combustível,17702.03,Combustível em Los Angeles,,,,,,
1785,Navio A,2023-01-30,Singapura,Seguros,1500.0,Seguro diário,,,,,,
1786,Navio B,2023-01-30,Roterdã,Manutenção,2038.79,Manutenção e reparos,,,,,,
1787,Navio B,2023-01-30,Roterdã,Combustível,10470.49,Combustível em Roterdã,,,,,,
1788,Navio B,2023-01-30,Roterdã,Combustível,7011.49,Combustível em Roterdã,,,,,,
1789,Navio C,2023-01-30,Roterdã,Combustível,15901.84,Combustível em Roterdã,,,,,,
1790,Navio C,2023-01-30,Hamburgo,Manutenção,2162.0,Manutenção e reparos,,,,,,
1791,Navio D,2023-01-30,Los Angeles,Taxas Portuárias,1419.65,Taxas portuárias em Los Angeles,,,,,,
1792,Navio D,2023-01-30,Xangai,Seguros,1500.0,Seguro diário,,,,,,
1793,Navio D,2023-01-30,Singapura,Combustível,15942.59,Combustível em Singapura,,,,,,
1794,Navio D,2023-01-30,Singapura,Seguros,1500.0,Seguro diário,,,,,,
1795,Navio D,2023-01-30,Singapura,Seguros,1500.0,Seguro diário,,,,,,
1796,Navio E,2023-01-30,Singapura,Taxas Portuárias,1804.8,Taxas portuárias em Singapura,,,,,,
1797,Navio E,2023-01-30,Los Angeles,Manutenção,2484.36,Manutenção e reparos,,,,,,
1798,Ro-Ro A,2023-01-01,Singapura,Combustível,21716.84,Combustível em Singapura,,,,,,
1799,Ro-Ro B,2023-01-01,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1800,Ro-Ro B,2023-01-01,Singapura,Embarque e Desembarque,132400.0,Embarque e desembarque de 662 Caminhões,Caminhões,,,,,662.0
1801,Ro-Ro B,2023-01-01,Roterdã,Manutenção,1237.28,Manutenção e reparos,,,,,,
1802,Ro-Ro B,2023-01-01,Singapura,Manutenção,3053.89,Manutenção e reparos,,,,,,
1803,Ro-Ro C,2023-01-01,Los Angeles,Taxas Portuárias,1776.27,Taxas portuárias em Los Angeles,,,,,,
1804,Ro-Ro C,2023-01-01,Los Angeles,Taxas Portuárias,2218.87,Taxas portuárias em Los Angeles,,,,,,
1805,Ro-Ro C,2023-01-01,Singapura,Taxas Portuárias,4802.06,Taxas portuárias em Singapura,,,,,,
1806,Ro-Ro C,2023-01-01,Xangai,Manutenção,3230.84,Manutenção e reparos,,,,,,
1807,Ro-Ro C,2023-01-01,Singapura,Combustível,8561.97,Combustível em Singapura,,,,,,
1808,Ro-Ro D,2023-01-01,Los Angeles,Embarque e Desembarque,34400.0,Embarque e desembarque de 430 Carros,Carros,,,,,430.0
1809,Ro-Ro D,2023-01-01,Roterdã,Manutenção,3893.38,Manutenção e reparos,,,,,,
1810,Ro-Ro E,2023-01-01,Los Angeles,Embarque e Desembarque,185200.0,Embarque e desembarque de 926 Caminhões,Caminhões,,,,,926.0
1811,Ro-Ro A,2023-01-02,Singapura,Manutenção,999.23,Manutenção e reparos,,,,,,
1812,Ro-Ro A,2023-01-02,Xangai,Taxas Portuárias,5708.94,Taxas portuárias em Xangai,,,,,,
1813,Ro-Ro A,2023-01-02,Xangai,Manutenção,3545.85,Manutenção e reparos,,,,,,
1814,Ro-Ro A,2023-01-02,Xangai,Taxas Portuárias,2043.51,Taxas portuárias em Xangai,,,,,,
1815,Ro-Ro A,2023-01-02,Xangai,Taxas Portuárias,2348.67,Taxas portuárias em Xangai,,,,,,
1816,Ro-Ro B,2023-01-02,Singapura,Combustível,22879.42,Combustível em Singapura,,,,,,
1817,Ro-Ro B,2023-01-02,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1818,Ro-Ro C,2023-01-02,Singapura,Taxas Portuárias,4565.77,Taxas portuárias em Singapura,,,,,,
1819,Ro-Ro C,2023-01-02,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1820,Ro-Ro C,2023-01-02,Singapura,Taxas Portuárias,3822.04,Taxas portuárias em Singapura,,,,,,
1821,Ro-Ro D,2023-01-02,Xangai,Taxas Portuárias,2567.06,Taxas portuárias em Xangai,,,,,,
1822,Ro-Ro D,2023-01-02,Singapura,Combustível,17446.63,Combustível em Singapura,,,,,,
1823,Ro-Ro D,2023-01-02,Los Angeles,Taxas Portuárias,2688.15,Taxas portuárias em Los Angeles,,,,,,
1824,Ro-Ro E,2023-01-02,Los Angeles,Taxas Portuárias,2560.96,Taxas portuárias em Los Angeles,,,,,,
1825,Ro-Ro A,2023-01-03,Singapura,Combustível,16240.98,Combustível em Singapura,,,,,,
1826,Ro-Ro A,2023-01-03,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1827,Ro-Ro A,2023-01-03,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1828,Ro-Ro B,2023-01-03,Singapura,Embarque e Desembarque,186600.0,Embarque e desembarque de 933 Caminhões,Caminhões,,,,,933.0
1829,Ro-Ro C,2023-01-03,Singapura,Combustível,15439.21,Combustível em Singapura,,,,,,
1830,Ro-Ro D,2023-01-03,Los Angeles,Taxas Portuárias,5362.99,Taxas portuárias em Los Angeles,,,,,,
1831,Ro-Ro D,2023-01-03,Xangai,Combustível,24621.25,Combustível em Xangai,,,,,,
1832,Ro-Ro E,2023-01-03,Singapura,Manutenção,1456.38,Manutenção e reparos,,,,,,
1833,Ro-Ro E,2023-01-03,Singapura,Combustível,18976.67,Combustível em Singapura,,,,,,
1834,Ro-Ro E,2023-01-03,Xangai,Manutenção,849.01,Manutenção e reparos,,,,,,
1835,Ro-Ro E,2023-01-03,Xangai,Taxas Portuárias,3590.57,Taxas portuárias em Xangai,,,,,,
1836,Ro-Ro E,2023-01-03,Roterdã,Taxas Portuárias,2897.28,Taxas portuárias em Roterdã,,,,,,
1837,Ro-Ro A,2023-01-04,Hamburgo,Combustível,9221.86,Combustível em Hamburgo,,,,,,
1838,Ro-Ro A,2023-01-04,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1839,Ro-Ro B,2023-01-04,Xangai,Manutenção,2177.96,Manutenção e reparos,,,,,,
1840,Ro-Ro B,2023-01-04,Roterdã,Seguros,1800.0,Seguro diário,,,,,,
1841,Ro-Ro B,2023-01-04,Hamburgo,Taxas Portuárias,4173.49,Taxas portuárias em Hamburgo,,,,,,
1842,Ro-Ro B,2023-01-04,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1843,Ro-Ro C,2023-01-04,Xangai,Combustível,16781.23,Combustível em Xangai,,,,,,
1844,Ro-Ro C,2023-01-04,Roterdã,Manutenção,2592.74,Manutenção e reparos,,,,,,
1845,Ro-Ro C,2023-01-04,Singapura,Taxas Portuárias,5978.84,Taxas portuárias em Singapura,,,,,,
1846,Ro-Ro C,2023-01-04,Los Angeles,Manutenção,2480.57,Manutenção e reparos,,,,,,
1847,Ro-Ro C,2023-01-04,Roterdã,Seguros,1800.0,Seguro diário,,,,,,
1848,Ro-Ro D,2023-01-04,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1849,Ro-Ro D,2023-01-04,Los Angeles,Manutenção,3411.2,Manutenção e reparos,,,,,,
1850,Ro-Ro E,2023-01-04,Los Angeles,Combustível,9364.24,Combustível em Los Angeles,,,,,,
1851,Ro-Ro E,2023-01-04,Los Angeles,Manutenção,2295.44,Manutenção e reparos,,,,,,
1852,Ro-Ro E,2023-01-04,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,
1853,Ro-Ro E,2023-01-04,Singapura,Taxas Portuárias,5193.98,Taxas portuárias em Singapura,,,,,,
1854,Ro-Ro A,2023-01-05,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,
1855,Ro-Ro A,2023-01-05,Los Angeles,Combustível,17526.87,Combustível em Los Angeles,,,,,,
1856,Ro-Ro B,2023-01-05,Singapura,Embarque e Desembarque,145400.0,Embarque e desembarque de 727 Caminhões,Caminhões,,,,,727.0
1857,Ro-Ro B,2023-01-05,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1858,Ro-Ro B,2023-01-05,Roterdã,Combustível,14475.82,Combustível em Roterdã,,,,,,
1859,Ro-Ro B,2023-01-05,Singapura,Manutenção,3602.63,Manutenção e reparos,,,,,,
1860,Ro-Ro C,2023-01-05,Hamburgo,Embarque e Desembarque,49080.0,Embarque e desembarque de 409 Outros,Outros,,,,,409.0
1861,Ro-Ro C,2023-01-05,Roterdã,Combustível,10114.77,Combustível em Roterdã,,,,,,
1862,Ro-Ro D,2023-01-05,Roterdã,Taxas Portuárias,4410.88,Taxas portuárias em Roterdã,,,,,,
1863,Ro-Ro D,2023-01-05,Roterdã,Combustível,9852.37,Combustível em Roterdã,,,,,,
1864,Ro-Ro D,2023-01-05,Singapura,Embarque e Desembarque,27600.0,Embarque e desembarque de 138 Caminhões,Caminhões,,,,,138.0
1865,Ro-Ro D,2023-01-05,Xangai,Manutenção,2403.01,Manutenção e reparos,,,,,,
1866,Ro-Ro E,2023-01-05,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,
1867,Ro-Ro E,2023-01-05,Hamburgo,Embarque e Desembarque,39440.0,Embarque e desembarque de 493 Carros,Carros,,,,,493.0
1868,Ro-Ro E,2023-01-05,Los Angeles,Combustível,16058.55,Combustível em Los Angeles,,,,,,
1869,Ro-Ro E,2023-01-05,Hamburgo,Combustível,13131.95,Combustível em Hamburgo,,,,,,
1870,Ro-Ro E,2023-01-05,Los Angeles,Combustível,20948.7,Combustível em Los Angeles,,,,,,
1871,Ro-Ro A,2023-01-06,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,
1872,Ro-Ro A,2023-01-06,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,
1873,Ro-Ro A,2023-01-06,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1874,Ro-Ro A,2023-01-06,Xangai,Combustível,13395.7,Combustível em Xangai,,,,,,
1875,Ro-Ro A,2023-01-06,Roterdã,Seguros,1800.0,Seguro diário,,,,,,
1876,Ro-Ro B,2023-01-06,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1877,Ro-Ro B,2023-01-06,Singapura,Combustível,8268.81,Combustível em Singapura,,,,,,
1878,Ro-Ro B,2023-01-06,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,
1879,Ro-Ro C,2023-01-06,Hamburgo,Manutenção,3334.85,Manutenção e reparos,,,,,,
1880,Ro-Ro D,2023-01-06,Xangai,Combustível,8382.19,Combustível em Xangai,,,,,,
1881,Ro-Ro E,2023-01-06,Roterdã,Taxas Portuárias,3780.99,Taxas portuárias em Roterdã,,,,,,
1882,Ro-Ro E,2023-01-06,Hamburgo,Manutenção,1087.78,Manutenção e reparos,,,,,,
1883,Ro-Ro E,2023-01-06,Singapura,Manutenção,2492.32,Manutenção e reparos,,,,,,
1884,Ro-Ro E,2023-01-06,Roterdã,Seguros,1800.0,Seguro diário,,,,,,
1885,Ro-Ro A,2023-01-07,Xangai,Combustível,13616.67,Combustível em Xangai,,,,,,
1886,Ro-Ro A,2023-01-07,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1887,Ro-Ro A,2023-01-07,Los Angeles,Embarque e Desembarque,14160.0,Embarque e desembarque de 177 Carros,Carros,,,,,177.0
1888,Ro-Ro B,2023-01-07,Xangai,Embarque e Desembarque,111400.0,Embarque e desembarque de 557 Caminhões,Caminhões,,,,,557.0
1889,Ro-Ro B,2023-01-07,Los Angeles,Manutenção,3031.12,Manutenção e reparos,,,,,,
1890,Ro-Ro B,2023-01-07,Xangai,Taxas Portuárias,2575.55,Taxas portuárias em Xangai,,,,,,
1891,Ro-Ro B,2023-01-07,Singapura,Embarque e Desembarque,55120.0,Embarque e desembarque de 689 Carros,Carros,,,,,689.0
1892,Ro-Ro C,2023-01-07,Los Angeles,Manutenção,3239.59,Manutenção e reparos,,,,,,
1893,Ro-Ro C,2023-01-07,Roterdã,Manutenção,2366.05,Manutenção e reparos,,,,,,
1894,Ro-Ro D,2023-01-07,Los Angeles,Embarque e Desembarque,29840.0,Embarque e desembarque de 373 Carros,Carros,,,,,373.0
1895,Ro-Ro D,2023-01-07,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1896,Ro-Ro D,2023-01-07,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1897,Ro-Ro D,2023-01-07,Hamburgo,Manutenção,2724.83,Manutenção e reparos,,,,,,
1898,Ro-Ro E,2023-01-07,Los Angeles,Manutenção,2740.54,Manutenção e reparos,,,,,,
1899,Ro-Ro E,2023-01-07,Xangai,Embarque e Desembarque,62760.0,Embarque e desembarque de 523 Outros,Outros,,,,,523.0
1900,Ro-Ro E,2023-01-07,Los Angeles,Embarque e Desembarque,174800.0,Embarque e desembarque de 874 Caminhões,Caminhões,,,,,874.0
1901,Ro-Ro A,2023-01-08,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1902,Ro-Ro A,2023-01-08,Roterdã,Combustível,8317.3,Combustível em Roterdã,,,,,,
1903,Ro-Ro B,2023-01-08,Los Angeles,Taxas Portuárias,2671.09,Taxas portuárias em Los Angeles,,,,,,
1904,Ro-Ro B,2023-01-08,Xangai,Combustível,22422.56,Combustível em Xangai,,,,,,
1905,Ro-Ro B,2023-01-08,Hamburgo,Manutenção,2160.63,Manutenção e reparos,,,,,,
1906,Ro-Ro B,2023-01-08,Singapura,Embarque e Desembarque,79200.0,Embarque e desembarque de 990 Carros,Carros,,,,,990.0
1907,Ro-Ro B,2023-01-08,Roterdã,Combustível,16994.43,Combustível em Roterdã,,,,,,
1908,Ro-Ro C,2023-01-08,Singapura,Manutenção,1748.46,Manutenção e reparos,,,,,,
1909,Ro-Ro C,2023-01-08,Hamburgo,Combustível,13419.66,Combustível em Hamburgo,,,,,,
1910,Ro-Ro C,2023-01-08,Roterdã,Taxas Portuárias,4592.66,Taxas portuárias em Roterdã,,,,,,
1911,Ro-Ro D,2023-01-08,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1912,Ro-Ro D,2023-01-08,Xangai,Combustível,10239.45,Combustível em Xangai,,,,,,
1913,Ro-Ro D,2023-01-08,Los Angeles,Combustível,13566.17,Combustível em Los Angeles,,,,,,
1914,Ro-Ro D,2023-01-08,Singapura,Taxas Portuárias,1554.75,Taxas portuárias em Singapura,,,,,,
1915,Ro-Ro D,2023-01-08,Hamburgo,Manutenção,2803.62,Manutenção e reparos,,,,,,
1916,Ro-Ro E,2023-01-08,Xangai,Embarque e Desembarque,102800.0,Embarque e desembarque de 514 Caminhões,Caminhões,,,,,514.0
1917,Ro-Ro E,2023-01-08,Xangai,Combustível,7635.39,Combustível em Xangai,,,,,,
1918,Ro-Ro E,2023-01-08,Roterdã,Taxas Portuárias,3371.1,Taxas portuárias em Roterdã,,,,,,
1919,Ro-Ro E,2023-01-08,Los Angeles,Manutenção,3021.29,Manutenção e reparos,,,,,,
1920,Ro-Ro A,2023-01-09,Roterdã,Embarque e Desembarque,40000.0,Embarque e desembarque de 200 Caminhões,Caminhões,,,,,200.0
1921,Ro-Ro B,2023-01-09,Los Angeles,Combustível,7837.19,Combustível em Los Angeles,,,,,,
1922,Ro-Ro B,2023-01-09,Roterdã,Manutenção,1875.69,Manutenção e reparos,,,,,,
1923,Ro-Ro C,2023-01-09,Xangai,Manutenção,1744.71,Manutenção e reparos,,,,,,
1924,Ro-Ro C,2023-01-09,Xangai,Combustível,12207.23,Combustível em Xangai,,,,,,
1925,Ro-Ro C,2023-01-09,Roterdã,Taxas Portuárias,5241.02,Taxas portuárias em Roterdã,,,,,,
1926,Ro-Ro C,2023-01-09,Xangai,Manutenção,2274.95,Manutenção e reparos,,,,,,
1927,Ro-Ro C,2023-01-09,Singapura,Embarque e Desembarque,30800.0,Embarque e desembarque de 385 Carros,Carros,,,,,385.0
1928,Ro-Ro D,2023-01-09,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1929,Ro-Ro D,2023-01-09,Roterdã,Taxas Portuárias,1940.7,Taxas portuárias em Roterdã,,,,,,
1930,Ro-Ro E,2023-01-09,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1931,Ro-Ro E,2023-01-09,Xangai,Manutenção,2992.03,Manutenção e reparos,,,,,,
1932,Ro-Ro E,2023-01-09,Los Angeles,Taxas Portuárias,4324.32,Taxas portuárias em Los Angeles,,,,,,
1933,Ro-Ro A,2023-01-10,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,
1934,Ro-Ro A,2023-01-10,Los Angeles,Taxas Portuárias,5041.52,Taxas portuárias em Los Angeles,,,,,,
1935,Ro-Ro A,2023-01-10,Roterdã,Manutenção,3437.23,Manutenção e reparos,,,,,,
1936,Ro-Ro A,2023-01-10,Los Angeles,Manutenção,2125.67,Manutenção e reparos,,,,,,
1937,Ro-Ro B,2023-01-10,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,
1938,Ro-Ro C,2023-01-10,Los Angeles,Combustível,19228.52,Combustível em Los Angeles,,,,,,
1939,Ro-Ro C,2023-01-10,Xangai,Seguros,1800.0,Seguro diário,,,,,,
1940,Ro-Ro D,2023-01-10,Los Angeles,Combustível,19885.37,Combustível em Los Angeles,,,,,,
1941,Ro-Ro D,2023-01-10,Hamburgo,Combustível,10850.82,Combustível em Hamburgo,,,,,,
1942,Ro-Ro D,2023-01-10,Roterdã,Taxas Portuárias,4629.58,Taxas portuárias em Roterdã,,,,,,
1943,Ro-Ro D,2023-01-10,Singapura,Manutenção,1193.93,Manutenção e reparos,,,,,,
1944,Ro-Ro D,2023-01-10,Singapura,Embarque e Desembarque,75800.0,Embarque e desembarque de 379 Caminhões,Caminhões,,,,,379.0
1945,Ro-Ro E,2023-01-10,Singapura,Embarque e Desembarque,24560.0,Embarque e desembarque de 307 Carros,Carros,,,,,307.0
1946,Ro-Ro E,2023-01-10,Singapura,Seguros,1800.0,Seguro diário,,,,,,
1947,Ro-Ro E,2023-01-10,Roterdã,Embarque e Desembarque,52000.0,Embarque e desembarque de 260 Caminhões,Caminhões,,,,,260.0
1948,Ro-Ro E,2023-01-10,Roterdã,Manutenção,3324.27,Manutenção e reparos,,,,,,
